,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
2484,2485,35,1413,784,1411,1417,781,790,7,10,16666,6,10,6000,4456,7427,5000,48,19,13,15,7,11,90,203,195,226,31,189,14,6,177.9545915111128,1413,784,78.67559239278857,10,6,8.0,7.745966692414834,56.309932474020215,56.309932474020215,1413,784,1.8027756377319946,0,1417,790,1103.5,10.816653826391969,1414.0,1099.75,785.5,1411,1096.0,781,1,1,1,203,1414.0,1099.75,785.5,35,90,11,1413,1098.5,784,90,1,1,1
2485,2486,71,1497,781,1490,1502,776,787,13,12,14000,10,14,7142,4612,6457,4551,66,26,13,13,10,45,135,207,195,231,36,188,19,7,177.78201438387416,1497,781,69.342510062902,14,10,12.0,11.832159566199232,42.510447078000844,42.510447078000844,1497,781,2.7354291571582134,0,1502,787,1144.5,16.278820596099706,1496.0,1138.75,781.5,1490,1133.0,776,1,1,1,207,1496.0,1138.75,781.5,71,135,45,1497,1139.0,781,135,1,1,1
2486,2487,35,1829,782,1825,1834,779,786,10,8,14285,7,10,7000,4456,7074,4375,50,19,13,14,7,101,90,200,195,213,18,189,11,6,0.5379012700369967,1829,782,212.1701057354787,10,7,8.5,8.366600265340756,37.874983651098205,37.874983651098205,1829,782,1.900520706238808,0,1834,786,1310.0,11.40175425099138,1829.5,1306.0,782.5,1825,1302.0,779,1,1,1,200,1829.5,1306.0,782.5,35,90,101,1829,1305.5,782,90,1,1,1
2487,2488,74,888,788,882,894,783,795,13,13,20000,8,16,5000,3680,7361,4378,76,24,16,15,9,135,34,214,205,239,34,195,19,10,1.492266227522783,888,788,218.53561197366398,16,8,12.0,11.313708498984761,45.0,45.0,888,788,2.8382990221999234,0,894,795,844.5,16.97056274847714,888.0,838.5,789.0,882,832.5,783,1,1,1,214,888.0,838.5,789.0,74,34,135,888,838.0,788,34,1,1,1
2488,2489,57,1258,776,1255,1263,771,784,9,14,15555,9,14,6428,3703,6203,4523,84,18,23,18,6,0,79,191,185,207,22,179,12,6,177.88432227834335,1258,776,98.69946594843661,14,9,11.5,11.224972160321824,58.3924977537511,58.3924977537511,1258,776,2.544155504483651,0,1263,784,1023.5,15.264337522473747,1259.0,1018.25,777.5,1255,1013.0,771,1,1,1,191,1259.0,1018.25,777.5,57,79,0,1258,1017.0,776,79,1,1,1
2489,2490,110,1480,777,1472,1487,772,785,16,14,12857,14,18,7777,4323,6669,4910,124,22,28,19,8,79,34,203,195,224,29,187,16,8,178.94117494554288,1480,777,109.51952993126913,18,14,16.0,15.874507866387544,40.91438322002513,40.91438322002513,1480,777,3.344021157465209,0,1487,785,1136.0,19.849433241279208,1479.5,1129.0,778.5,1472,1122.0,772,1,1,1,203,1479.5,1129.0,778.5,110,34,79,1480,1128.5,777,34,1,1,1
2490,2491,48,1915,787,1913,1918,780,795,6,16,26666,6,16,3750,2387,6366,5000,68,19,18,15,7,0,90,201,195,220,25,190,11,5,1.372004484500149,1915,787,245.8525680193178,16,6,11.0,9.797958971132712,71.56505117707799,71.56505117707799,1915,787,2.637352272433008,0,1918,795,1356.5,15.811388300841896,1915.5,1351.5,787.5,1913,1346.5,780,1,1,1,201,1915.5,1351.5,787.5,48,90,0,1915,1351.0,787,90,1,1,1
2491,2492,45,875,788,872,881,784,793,10,10,12500,8,10,8000,5730,7162,4500,54,21,13,15,8,113,90,215,205,241,36,196,19,9,0.05509207869941054,875,788,210.33341346151994,10,8,9.0,8.94427190999916,45.0,45.0,875,788,2.135041612651109,0,881,793,837.0,12.727922061357855,876.5,832.5,788.5,872,828.0,784,1,1,1,215,876.5,832.5,788.5,45,90,113,875,831.5,788,90,1,1,1
2492,2493,39,1097,788,1095,1102,784,793,8,10,16666,6,10,6000,4966,9196,4875,40,24,8,12,9,23,90,209,205,220,15,198,11,7,179.46118410211727,1097,788,143.3380354237268,10,6,8.0,7.745966692414834,52.1250163489018,52.1250163489018,1097,788,1.9238672944775093,0,1102,793,947.5,11.40175425099138,1098.5,943.5,788.5,1095,939.5,784,1,1,1,209,1098.5,943.5,788.5,39,90,23,1097,942.5,788,90,1,1,1
2493,2494,74,1735,782,1729,1740,774,790,12,17,18000,10,18,5555,2908,5542,3627,78,23,17,13,9,158,68,192,185,211,26,179,13,6,0.411492152995014,1735,782,331.3385909785965,18,10,14.0,13.416407864998739,55.4914770123316,55.4914770123316,1735,782,3.238996855342767,0,1740,790,1265.0,19.4164878389476,1734.5,1258.25,782.0,1729,1251.5,774,1,1,1,192,1734.5,1258.25,782.0,74,68,158,1735,1258.5,782,68,1,1,1
2494,2495,53,385,785,380,391,778,793,12,16,14545,11,16,6875,2636,4017,2760,90,16,28,16,5,169,68,201,195,224,29,188,13,7,178.03933991216417,385,785,257.02181585347614,16,11,13.5,13.2664991614216,53.74616226255522,53.74616226255522,385,785,3.1003875445071043,0,391,793,592.0,18.601075237738275,385.5,585.5,785.5,380,579.0,778,1,1,1,201,385.5,585.5,785.5,53,68,169,385,585.0,785,68,1,1,1
2495,2496,114,193,792,187,198,785,799,12,15,15454,11,17,6470,5022,8247,6333,82,32,13,14,13,158,56,213,195,243,48,183,30,12,1.4652281455170078,193,792,108.69245581701627,17,11,14.0,13.674794331177344,51.84277341263094,51.84277341263094,193,792,2.9703116207225855,0,198,799,498.5,17.804493814764857,192.5,492.25,792.0,187,486.0,785,1,1,1,213,192.5,492.25,792.0,114,56,158,193,492.5,792,56,1,1,1
2496,2497,57,653,787,648,658,783,791,11,9,15000,8,12,6666,5040,8247,5757,54,26,10,13,10,101,34,202,195,215,20,188,14,7,176.01078364936387,653,787,79.50942657939753,12,8,10.0,9.797958971132712,38.65980825409009,38.65980825409009,653,787,2.1343747458109497,0,658,791,724.5,12.806248474865697,653.0,720.0,787.0,648,715.5,783,1,1,1,202,653.0,720.0,787.0,57,34,101,653,720.0,787,34,1,1,1
2497,2498,102,670,788,665,677,783,795,13,13,13636,11,15,7333,5772,7871,6035,92,27,17,17,11,113,23,216,205,242,37,197,19,8,3.3664606634298315,670,788,93.17156439432107,15,11,13.0,12.84523257866513,45.0,45.0,670,788,2.8284271247461903,0,677,795,736.0,16.97056274847714,671.0,730.0,789.0,665,724.0,783,1,1,1,216,671.0,730.0,789.0,102,23,113,670,729.0,788,23,1,1,1
2498,2499,49,128,788,124,134,785,792,11,8,20000,6,12,5000,4333,8665,5568,44,27,8,12,11,56,146,211,205,227,22,200,11,5,0.20684307077627168,128,788,136.5003008413784,12,6,9.0,8.48528137423857,34.99202019855866,34.99202019855866,128,788,2.0351837584879964,0,134,792,463.0,12.206555615733702,129.0,458.75,788.5,124,454.5,785,1,1,1,211,129.0,458.75,788.5,49,146,56,128,458.0,788,146,1,1,1
2499,2500,73,405,789,401,411,783,796,11,14,14545,11,16,6875,3631,6035,4740,80,23,17,14,9,0,56,203,195,224,29,189,14,6,179.65238134146387,405,789,249.66758175773228,16,11,13.5,13.2664991614216,52.43140797117251,52.43140797117251,405,789,2.738441168036811,0,411,796,603.5,16.401219466856727,406.0,597.75,789.5,401,592.0,783,1,1,1,203,406.0,597.75,789.5,73,56,0,405,597.0,789,56,1,1,1
2500,2501,70,1626,786,1620,1635,781,793,16,13,21111,9,19,4736,2469,5825,3365,102,18,28,18,6,146,34,212,205,234,29,198,14,7,179.11516520935257,1626,786,216.33502978847287,19,9,14.0,13.076696830622021,38.65980825409009,38.65980825409009,1626,786,3.202000654483006,0,1635,793,1214.0,19.209372712298546,1627.5,1207.25,787.0,1620,1200.5,781,1,1,1,212,1627.5,1207.25,787.0,70,34,146,1626,1206.0,786,34,1,1,1
2501,2502,34,1703,787,1699,1708,785,791,10,7,16666,6,10,6000,4329,8017,4857,46,19,12,14,7,79,90,203,195,225,30,186,17,9,178.03706556197986,1703,787,20.669521721147742,10,6,8.0,7.745966692414834,33.690067525979785,33.690067525979785,1703,787,1.8125433654054046,0,1708,791,1249.5,10.816653826391969,1703.5,1245.75,788.0,1699,1242.0,785,1,1,1,203,1703.5,1245.75,788.0,34,90,79,1703,1245.0,787,90,1,1,1
2502,2503,35,1750,786,1747,1754,781,791,8,11,18333,6,11,5454,3683,6752,3977,44,20,11,12,7,23,90,191,185,204,19,179,12,6,1.4257183059088288,1750,786,238.66994372258742,11,6,8.5,8.12403840463596,55.00797980144134,55.00797980144134,1750,786,2.039012688713025,0,1754,791,1272.5,12.206555615733702,1750.5,1268.25,786.0,1747,1264.0,781,1,1,1,191,1750.5,1268.25,786.0,35,90,23,1750,1268.0,786,90,1,1,1
2503,2504,224,365,781,351,381,773,789,31,17,19375,16,31,5161,2968,5942,4250,230,24,48,24,9,68,90,202,195,224,29,188,14,7,0.1392346100764593,365,781,479.1727010335808,31,16,23.5,22.271057451320086,28.072486935852957,28.072486935852957,365,781,5.66884321943257,0,381,789,585.0,34.0,366.0,573.5,781.0,351,562.0,773,1,1,1,202,366.0,573.5,781.0,224,90,68,365,573.0,781,90,1,1,1
2504,2505,40,1855,790,1851,1859,788,793,9,6,15000,6,9,6666,6288,10610,7407,30,31,5,10,13,90,90,204,195,217,22,186,18,9,0.3460776808548211,1855,790,533.0045301600221,9,6,7.5,7.3484692283495345,32.005383208083494,32.005383208083494,1855,790,1.5786893258332633,0,1859,793,1326.0,9.433981132056603,1855.0,1322.75,790.5,1851,1319.5,788,1,1,1,204,1855.0,1322.75,790.5,40,90,90,1855,1322.5,790,90,1,1,1
2505,2506,40,147,790,143,150,787,794,8,8,12857,7,9,7777,6288,9095,6250,36,27,7,11,11,11,146,199,185,226,41,179,20,6,0.47350805873534846,147,790,304.834022026808,9,7,8.0,7.937253933193772,45.0,45.0,147,790,1.6666666666666667,0,150,794,472.0,9.899494936611665,146.5,468.5,790.5,143,465.0,787,1,1,1,199,146.5,468.5,790.5,40,146,11,147,468.5,790,146,1,1,1
2506,2507,82,268,791,262,275,784,802,14,19,18181,11,20,5500,2610,4746,3082,98,21,23,15,8,158,68,202,195,229,34,188,14,7,176.16003127783523,268,791,45.71143490903096,20,11,15.5,14.832396974191326,54.16234704572171,54.16234704572171,268,791,3.709658211283031,0,275,802,538.5,22.20360331117452,268.5,530.75,793.0,262,523.0,784,1,1,1,202,268.5,530.75,793.0,82,68,158,268,529.5,791,68,1,1,1
2507,2508,247,421,782,408,434,767,797,27,31,19444,18,35,5142,2567,5139,2951,274,23,60,25,9,135,56,213,205,239,34,196,17,9,175.0641845318212,421,782,74.22900762958231,35,18,26.5,25.099800796022265,49.08561677997488,49.08561677997488,421,782,6.616477747093069,0,434,797,615.5,39.698866482558415,421.0,601.5,782.0,408,587.5,767,1,1,1,213,421.0,601.5,782.0,247,56,135,421,601.5,782,56,1,1,1
2508,2509,37,713,790,708,718,788,793,11,6,22000,5,11,4545,3893,9422,5606,38,24,8,11,9,101,90,198,195,207,12,189,9,6,176.40332249475077,713,790,67.53005713010198,11,5,8.0,7.416198487095663,26.56505117707799,26.56505117707799,713,790,1.8693527836633006,0,718,793,755.5,11.180339887498949,713.0,751.75,790.5,708,748.0,788,1,1,1,198,713.0,751.75,790.5,37,90,101,713,751.5,790,90,1,1,1
2509,2510,65,826,786,819,836,781,792,18,12,21111,9,19,4736,2293,4840,3009,98,18,27,17,6,113,11,219,205,249,44,195,24,10,177.86657412539344,826,786,198.84543769111997,19,9,14.0,13.076696830622021,32.9052429229879,32.9052429229879,826,786,3.377371509455538,0,836,792,814.0,20.248456731316587,827.5,807.0,786.5,819,800.0,781,1,1,1,219,827.5,807.0,786.5,65,11,113,826,806.0,786,11,1,1,1
2510,2511,82,1906,788,1902,1911,782,795,10,14,15000,10,15,6666,4640,7910,5857,84,24,18,16,9,0,124,207,195,238,43,187,20,8,0.10610317410856059,1906,788,492.0003086417107,15,10,12.5,12.24744871391589,55.30484646876604,55.30484646876604,1906,788,2.635571302995101,0,1911,795,1353.0,15.811388300841896,1906.5,1347.5,788.5,1902,1342.0,782,1,1,1,207,1906.5,1347.5,788.5,82,124,0,1906,1347.0,788,124,1,1,1
2511,2512,97,34,788,23,44,781,801,22,21,14117,17,24,7083,2144,3267,2099,142,18,39,17,6,135,34,206,195,238,43,184,22,11,0.39332869193637227,34,788,384.83504956025257,24,17,20.5,20.199009876724155,43.60281897270362,43.60281897270362,34,788,4.9066040462103375,0,44,801,422.5,29.0,33.5,412.25,791.0,23,402.0,781,1,1,1,206,33.5,412.25,791.0,97,34,135,34,411.0,788,34,1,1,1
2512,2513,78,471,791,463,481,783,797,19,15,15833,12,19,6315,2751,4356,2736,98,20,25,15,7,124,90,211,205,226,21,197,14,8,179.25801975238747,471,791,155.00323751101067,19,12,15.5,15.0996688705415,37.874983651098205,37.874983651098205,471,791,3.8292687147792273,0,481,797,639.0,22.80350850198276,472.0,631.0,790.0,463,623.0,783,1,1,1,211,472.0,631.0,790.0,78,90,124,471,631.0,791,90,1,1,1
2513,2514,45,964,788,959,970,785,793,12,9,13333,9,12,7500,3979,5787,4166,56,21,13,13,8,90,90,215,205,235,30,195,20,10,0.028119070136042142,964,788,201.33671940469898,12,9,10.5,10.392304845413264,36.02737338510361,36.02737338510361,964,788,2.273533595125326,0,970,793,881.5,13.601470508735444,964.5,876.75,789.0,959,872.0,785,1,1,1,215,964.5,876.75,789.0,45,90,90,964,876.0,788,90,1,1,1
2514,2515,84,249,792,244,258,787,799,15,13,16000,10,16,6250,4178,7130,4307,72,28,13,13,11,45,146,206,195,234,39,186,20,9,1.1115636986346193,249,792,205.8622772234919,16,10,13.0,12.649110640673518,40.60129464500447,40.60129464500447,249,792,3.0788036771428096,0,258,799,528.5,18.439088914585774,251.0,522.0,793.0,244,515.5,787,1,1,1,206,251.0,522.0,793.0,84,146,45,249,520.5,792,146,1,1,1
2515,2516,163,769,779,759,776,768,793,18,26,14444,18,26,6923,3070,4612,3482,162,25,32,18,10,0,90,214,205,253,48,197,17,8,177.60593821501848,769,779,176.0396714989566,26,18,22.0,21.633307652783937,55.7842978675626,55.7842978675626,769,779,5.086424098302839,0,776,793,784.5,30.23243291566195,767.5,774.0,780.5,759,763.5,768,1,1,1,214,767.5,774.0,780.5,163,90,0,769,774.0,779,90,1,1,1
2516,2517,64,1305,788,1299,1311,778,794,13,17,14166,12,17,7058,2820,4244,2895,86,19,23,14,7,11,79,215,205,232,27,196,19,9,177.59693510706063,1305,788,115.85431014725422,17,12,14.5,14.2828568570857,53.13010235415598,53.13010235415598,1305,788,3.3578641939881955,0,1311,794,1052.5,20.0,1305.0,1045.5,786.0,1299,1038.5,778,1,1,1,215,1305.0,1045.5,786.0,64,79,11,1305,1046.5,788,79,1,1,1
2517,2518,87,1464,784,1457,1471,775,793,15,19,21111,9,19,4736,3068,6838,3052,112,20,28,20,7,34,90,201,195,231,36,188,13,7,0.991729843413927,1464,784,154.01230592616938,19,9,14.0,13.076696830622021,52.1250163489018,52.1250163489018,1464,784,3.8005847503304597,0,1471,793,1132.0,22.80350850198276,1464.0,1124.0,784.0,1457,1116.0,775,1,1,1,201,1464.0,1124.0,784.0,87,90,34,1464,1124.0,784,90,1,1,1
2518,2519,39,699,790,696,702,784,797,7,14,20000,7,14,5000,2533,5173,3979,62,17,18,14,6,0,90,213,206,232,26,199,14,7,0.44936944870749623,699,790,204.50392150832067,14,7,10.5,9.899494936611665,65.22485943116808,65.22485943116808,699,790,2.3873295063938795,0,702,797,749.5,14.317821063276353,699.0,744.75,790.5,696,740.0,784,1,1,1,213,699.0,744.75,790.5,39,90,0,699,744.5,790,90,1,1,1
2519,2520,76,1161,790,1154,1167,786,796,14,11,13636,11,15,7333,4301,6767,4935,66,28,12,12,11,79,23,192,185,210,25,177,15,8,179.68861295972596,1161,790,138.3342391237463,15,11,13.0,12.84523257866513,37.568592028827496,37.568592028827496,1161,790,2.7579231870895193,0,1167,796,981.5,16.401219466856727,1160.5,975.75,791.0,1154,970.0,786,1,1,1,192,1160.5,975.75,791.0,76,23,79,1161,975.5,790,23,1,1,1
2520,2521,46,1529,788,1525,1533,785,793,9,9,11250,8,9,8888,7231,8135,5679,60,20,15,17,7,68,90,207,195,238,43,187,20,8,179.20306712971686,1529,788,120.33635772977601,9,8,8.5,8.48528137423857,45.0,45.0,1529,788,1.900520706238808,0,1533,793,1163.0,11.313708498984761,1529.0,1159.0,789.0,1525,1155.0,785,1,1,1,207,1529.0,1159.0,789.0,46,90,68,1529,1158.5,788,90,1,1,1
2521,2522,62,1883,791,1878,1888,787,796,11,10,15000,8,12,6666,5482,8223,5636,54,27,10,13,11,45,124,193,185,210,25,179,14,6,0.35841043323607796,1883,791,284.336006672408,12,8,10.0,9.797958971132712,41.98721249581666,41.98721249581666,1883,791,2.245698674883054,0,1888,796,1342.0,13.45362404707371,1883.0,1337.25,791.5,1878,1332.5,787,1,1,1,193,1883.0,1337.25,791.5,62,124,45,1883,1337.0,791,124,1,1,1
2522,2523,104,531,788,524,541,782,794,18,13,15000,12,18,6666,4087,6491,4444,100,25,20,16,10,79,90,202,195,220,25,189,13,6,8.198514933655764,531,788,232.24000451807854,18,12,15.0,14.696938456699069,35.21759296819271,35.21759296819271,531,788,3.4802413744972482,0,541,794,667.5,20.808652046684813,532.5,660.25,788.0,524,653.0,782,1,1,1,202,532.5,660.25,788.0,104,90,79,531,659.5,788,90,1,1,1
2523,2524,47,572,794,568,578,791,798,11,8,15714,7,11,6363,4946,8549,5340,46,25,9,12,10,79,90,190,185,201,16,180,10,5,171.84929807094414,572,794,116.07329202303312,11,7,9.0,8.774964387392123,34.99202019855866,34.99202019855866,572,794,2.0351837584879964,0,578,798,688.0,12.206555615733702,573.0,683.75,794.5,568,679.5,791,1,1,1,190,573.0,683.75,794.5,47,90,79,572,683.0,794,90,1,1,1
2524,2525,34,1227,796,1224,1232,793,799,9,7,15000,6,9,6666,5344,8017,5396,38,22,9,12,8,101,90,214,205,237,32,196,18,9,178.58641692773196,1227,796,201.68879466654764,9,6,7.5,7.3484692283495345,36.86989764584402,36.86989764584402,1227,796,1.6789320969940977,0,1232,799,1015.5,10.0,1228.0,1012.0,796.0,1224,1008.5,793,1,1,1,214,1228.0,1012.0,796.0,34,90,101,1227,1011.5,796,90,1,1,1
2525,2526,112,1782,784,1773,1789,772,796,17,25,19230,13,25,5200,2282,4571,2635,126,22,29,16,8,23,90,202,195,224,29,186,16,9,173.61348050496682,1782,784,111.0965424538124,25,13,19.0,18.027756377319946,56.309932474020215,56.309932474020215,1782,784,4.815407331574967,0,1789,796,1292.5,28.844410203711913,1781.0,1282.5,784.0,1773,1272.5,772,1,1,1,202,1781.0,1282.5,784.0,112,90,23,1782,1283.0,784,90,1,1,1
2526,2527,33,1893,794,1889,1896,792,798,8,7,20000,5,10,5000,4202,9337,5892,32,25,6,10,10,45,135,191,186,211,25,178,13,8,5.117456903729245,1893,794,332.40830094754835,10,5,7.5,7.0710678118654755,40.60129464500447,40.60129464500447,1893,794,1.5786893258332633,0,1896,798,1347.0,9.219544457292887,1892.5,1343.75,795.0,1889,1340.5,792,1,1,1,191,1892.5,1343.75,795.0,33,135,45,1893,1343.5,794,135,1,1,1
2527,2528,52,10,793,5,15,787,800,11,14,25000,6,15,4000,2943,7357,3376,60,22,14,14,8,34,113,214,205,234,29,195,19,10,0.7652956323319227,10,793,361.83800699533657,15,6,10.5,9.486832980505138,52.43140797117251,52.43140797117251,10,793,2.7354291571582134,0,15,800,407.5,16.401219466856727,10.0,401.75,793.5,5,396.0,787,1,1,1,214,10.0,401.75,793.5,52,113,34,10,401.5,793,113,1,1,1
2528,2529,83,298,797,293,305,792,805,13,14,13636,11,15,7333,4697,7390,4560,98,21,23,18,8,56,113,202,195,216,21,189,13,6,177.67675100504778,298,797,73.01351671558943,15,11,13.0,12.84523257866513,47.290610042638534,47.290610042638534,298,797,2.9502022707666877,0,305,805,555.0,17.69180601295413,299.0,548.75,798.5,293,542.5,792,1,1,1,202,299.0,548.75,798.5,83,113,56,298,547.5,797,113,1,1,1
2529,2530,127,448,793,439,456,785,802,18,18,12666,15,19,7894,4479,5945,3919,142,22,32,20,8,34,124,202,195,226,31,188,14,7,178.95529273173034,448,793,84.34432734670938,19,15,17.0,16.881943016134134,45.0,45.0,448,793,4.013864859597432,0,456,802,629.0,24.041630560342615,447.5,620.5,793.5,439,612.0,785,1,1,1,202,447.5,620.5,793.5,127,124,34,448,620.5,793,124,1,1,1
2530,2531,80,804,790,794,811,781,798,18,18,18333,12,22,5454,2105,3858,2469,116,18,32,17,6,56,113,214,205,234,29,198,16,7,179.27021878863027,804,790,136.66949175830698,22,12,17.0,16.24807680927192,45.0,45.0,804,790,4.013961643301394,0,811,798,804.5,24.041630560342615,802.5,796.0,789.5,794,787.5,781,1,1,1,214,802.5,796.0,789.5,80,113,56,804,797.0,790,113,1,1,1
2531,2532,50,1268,792,1266,1272,785,799,7,15,21428,7,15,4666,2829,6121,4761,54,23,12,12,9,0,90,216,205,242,37,193,23,12,169.62730776127114,1268,792,80.04718848681782,15,7,11.0,10.246950765959598,66.80140948635182,66.80140948635182,1268,792,2.5570612729298445,0,1272,799,1035.5,15.231546211727817,1269.0,1030.5,792.0,1266,1025.5,785,1,1,1,216,1269.0,1030.5,792.0,50,90,0,1268,1030.0,792,90,1,1,1
2532,2533,38,1284,795,1280,1289,793,799,10,7,16666,6,10,6000,4838,8064,5428,40,24,8,12,9,101,90,195,185,212,27,179,16,6,168.97399849053588,1284,795,49.71431878425006,10,6,8.0,7.745966692414834,33.690067525979785,33.690067525979785,1284,795,1.8125433654054046,0,1289,799,1044.0,10.816653826391969,1284.5,1040.25,796.0,1280,1036.5,793,1,1,1,195,1284.5,1040.25,796.0,38,90,101,1284,1039.5,795,90,1,1,1
2533,2534,56,1566,793,1562,1572,788,799,11,12,16250,8,13,6153,4219,6856,4242,64,22,15,15,8,135,23,203,195,218,23,189,14,6,0.32933582334897793,1566,793,295.0014060324692,13,8,10.5,10.198039027185569,47.72631099390627,47.72631099390627,1566,793,2.4814009352785695,0,1572,799,1185.5,14.866068747318506,1567.0,1180.25,793.5,1562,1175.0,788,1,1,1,203,1567.0,1180.25,793.5,56,23,135,1566,1179.5,793,23,1,1,1
2534,2535,70,78,795,73,86,790,800,14,11,14000,10,14,7142,4547,7366,4545,90,20,23,18,7,101,90,201,195,231,36,189,12,6,15.33212911301776,78,795,251.80080876456623,14,10,12.0,11.832159566199232,37.568592028827496,37.568592028827496,78,795,2.7508414906536793,0,86,800,443.0,16.401219466856727,79.5,437.25,795.0,73,431.5,790,1,1,1,201,79.5,437.25,795.0,70,90,101,78,436.5,795,90,1,1,1
2535,2536,46,100,801,98,105,795,806,8,12,18571,7,13,5384,3466,6973,4791,50,23,11,12,9,146,68,212,206,230,24,197,15,9,163.95697329176232,100,801,88.64193997026761,13,7,10.0,9.539392014169456,57.52880770915151,57.52880770915151,100,801,2.232603855367039,0,105,806,455.5,13.038404810405298,101.5,451.0,800.5,98,446.5,795,1,1,1,212,101.5,451.0,800.5,46,68,146,100,450.5,801,68,1,1,1
2536,2537,51,609,794,605,614,789,798,10,10,12222,9,11,8181,5367,7215,5100,60,22,14,15,8,101,56,204,195,228,33,186,18,9,179.1492677003555,609,794,236.8414465941787,11,9,10.0,9.9498743710662,45.0,45.0,609,794,2.1343747458109497,0,614,798,706.0,12.727922061357855,609.5,701.5,793.5,605,697.0,789,1,1,1,204,609.5,701.5,793.5,51,56,101,609,701.5,794,56,1,1,1
2537,2538,32,1521,795,1518,1524,789,800,7,12,20000,6,12,5000,2829,5659,3809,50,17,15,13,6,146,56,204,196,239,43,184,20,12,179.5387921430337,1521,795,206.66904457845467,12,6,9.0,8.48528137423857,61.38954033403479,61.38954033403479,1521,795,2.089859304557445,0,1524,800,1162.0,12.529964086141668,1521.0,1157.75,794.5,1518,1153.5,789,1,1,1,204,1521.0,1157.75,794.5,32,56,146,1521,1158.0,795,56,1,1,1
2538,2539,53,1849,798,1845,1854,795,803,10,9,15714,7,11,6363,5577,9640,5888,50,26,10,13,10,101,23,196,185,232,47,175,21,10,0.4807900618955189,1849,798,275.5023494306193,11,7,9.0,8.774964387392123,41.6335393365702,41.6335393365702,1849,798,2.0118446353109127,0,1854,803,1328.5,12.041594578792296,1849.5,1324.25,799.0,1845,1320.0,795,1,1,1,196,1849.5,1324.25,799.0,53,23,101,1849,1323.5,798,23,1,1,1
2539,2540,31,524,797,520,528,794,800,9,7,18000,5,9,5555,4873,9868,4920,38,21,9,13,8,113,90,202,195,221,26,186,16,9,0.11680157107518707,524,797,280.5002956672929,9,5,7.0,6.708203932499369,36.86989764584402,36.86989764584402,524,797,1.6666666666666667,0,528,800,664.0,10.0,524.0,660.5,797.0,520,657.0,794,1,1,1,202,524.0,660.5,797.0,31,90,113,524,660.5,797,90,1,1,1
2540,2541,40,882,798,880,887,791,804,8,14,20000,7,14,5000,2598,5197,3571,54,19,14,12,7,11,90,210,205,221,16,196,14,9,1.272443276903328,882,798,76.83680204851835,14,7,10.5,9.899494936611665,61.69924423399363,61.69924423399363,882,798,2.5150599275311953,0,887,804,845.5,14.7648230602334,883.5,840.5,797.5,880,835.5,791,1,1,1,210,883.5,840.5,797.5,40,90,11,882,840.0,798,90,1,1,1
2541,2542,31,779,800,776,783,796,805,8,10,20000,5,10,5000,3947,7894,3875,40,20,10,13,7,45,90,221,215,231,16,207,14,8,0.5241774253186059,779,800,110.54132340769348,10,5,7.5,7.0710678118654755,52.1250163489018,52.1250163489018,779,800,1.900520706238808,0,783,805,794.0,11.40175425099138,779.5,790.0,800.5,776,786.0,796,1,1,1,221,779.5,790.0,800.5,31,90,45,779,789.5,800,90,1,1,1
2542,2543,254,1339,784,1328,1352,774,798,25,25,11818,22,26,8461,4784,5880,4064,218,28,39,22,11,113,34,206,195,236,41,186,20,9,0.7974179081956794,1339,784,218.5515132890657,26,22,24.0,23.916521486202797,45.0,45.0,1339,784,5.661840320310218,0,1352,798,1075.0,33.94112549695428,1340.0,1063.0,786.0,1328,1051.0,774,1,1,1,206,1340.0,1063.0,786.0,254,34,113,1339,1061.5,784,34,1,1,1
2543,2544,79,588,795,583,593,791,803,11,13,16666,9,15,6000,4470,7620,5524,66,28,12,13,11,23,113,202,185,239,54,174,28,11,179.94198312444033,588,795,199.68922690292058,15,9,12.0,11.61895003862225,50.19442890773481,50.19442890773481,588,795,2.639517561581575,0,593,803,698.0,15.620499351813308,588.0,692.5,797.0,583,687.0,791,1,1,1,202,588.0,692.5,797.0,79,113,23,588,691.5,795,113,1,1,1
